,metal_amount_mmol,ligand_amount_mmol,reductant_amount_mmol,sol1_vol_mL,solv2_vol_mL,time_min,temp_c,7,8,9,10,11,size_nm,g_factor*10^4.1
113,-0.7519639870355609,-0.42258711889554523,-0.2631681104095267,0.3162596433003666,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,1.0,14.0,9.0,1.0,3.5,0
114,-0.8226882446373769,-0.4514396637100979,-0.2684746605278604,-0.48142761255241984,-0.5251573428569705,0.44899559455930094,-0.17637467681888483,1.0,36.0,4.0,9.0,1.0,21,None
115,0.5704196261593028,0.047047376787217404,0.0028379824788159424,-0.19241938370114106,1.549845230618693,-0.5355924730872634,-0.17637467681888483,1.0,79.0,11.0,9.0,4.0,3,None
116,0.5704196261593028,-0.2027582060227627,-0.2653395887188193,-0.37916001564821644,-0.5251573428569705,-0.6900376601690774,-0.17637467681888483,1.0,81.0,15.0,9.0,1.0,5,None
117,-0.808804749170359,1.0462697080271377,-0.2653395887188193,-0.37916001564821644,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,65.0,15.0,9.0,1.0,5,None
118,-0.808804749170359,1.0462697080271377,-0.2653395887188193,-0.37916001564821644,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,65.0,15.0,9.0,1.0,5,None
119,-0.808804749170359,-0.4490665106734031,-0.268216797478632,-0.37916001564821644,-0.5251573428569705,-0.6514263633986239,2.2855218537780497,1.0,81.0,16.0,9.0,1.0,45,0
120,-0.8192534186804323,-0.4525587927210866,-0.2685018040067266,-0.6859628063608266,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,65.0,16.0,9.0,1.0,45,13.34061003
121,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,56.0,12.0,3.0,1.0,2.5,None
122,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,57.0,12.0,3.0,1.0,2.5,None
123,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,57.0,12.0,3.0,1.0,2,None
124,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,74.0,12.0,3.0,1.0,2.7,None
125,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,60.0,12.0,3.0,1.0,1.6,None
126,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,60.0,12.0,3.0,1.0,1.5,None
127,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,60.0,12.0,3.0,1.0,1.6,None
128,0.5035481412948343,-0.40500080586572257,-0.10573593298581369,2.279797503861072,-0.5251573428569705,2.070670058918348,-0.17637467681888483,5.0,60.0,12.0,3.0,1.0,1.6,None
129,-0.7817775240376365,-0.4521640999002468,-0.2685533766165723,0.2344455657770039,-0.5251573428569705,-0.6900376601690774,2.2855218537780497,1.0,1.0,0.0,9.0,1.0,50,0
130,-0.7817775240376365,-0.45206417766712287,-0.2685425192250258,0.2344455657770039,-0.5251573428569705,-0.6900376601690774,2.2855218537780497,1.0,1.0,0.0,9.0,1.0,80,0
132,-0.7948731898235948,-0.22773876430376072,-0.24416767520321647,-0.7064163257416672,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,73.0,10.0,9.0,1.0,2.32,1.576617549
138,0.5704196261593028,-0.4463186492624933,0.0028379824788159424,1.7684595193400547,-0.5251573428569705,-0.5355924730872634,-0.17637467681888483,6.0,70.0,15.0,5.0,1.0,0.77,0.151597841
139,0.5704196261593028,-0.39011239313024776,0.0028379824788159424,1.7684595193400547,-0.5251573428569705,-0.5355924730872634,-0.17637467681888483,6.0,70.0,15.0,5.0,1.0,0.77,0.212236978
140,0.5704196261593028,0.17195016819220746,0.0028379824788159424,1.7684595193400547,-0.5251573428569705,-0.5355924730872634,-0.17637467681888483,6.0,70.0,15.0,5.0,1.0,0.77,0.303195682
142,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.3,6
143,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.47,2
144,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.6,None
145,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,1.86,1
146,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,2.2,None
147,0.5704196261593028,-0.2027582060227627,0.0028379824788159424,-0.27689241874401305,1.549845230618693,-0.5355924730872634,-0.17637467681888483,6.0,79.0,15.0,9.0,4.0,2.95,0
148,-0.7271658113983205,-0.4354271258519782,-0.26487272088232133,-0.7800489955126938,0.242593609329025,-0.47767552793158313,-0.17637467681888483,1.0,21.0,15.0,4.0,0.0,1,10.82841723
149,-0.7271658113983205,-0.4354271258519782,-0.26487272088232133,-0.7800489955126938,0.242593609329025,-0.47767552793158313,-0.17637467681888483,1.0,21.0,15.0,4.0,0.0,1,10.82841723
150,-0.2599013109078471,-0.35164233337751083,-0.25763084072083053,-0.6552825272895656,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,55.0,15.0,4.0,1.0,1,0
151,-0.2599013109078471,-0.35164233337751083,-0.25763084072083053,-0.6552825272895656,-0.5251573428569705,-0.47767552793158313,-0.17637467681888483,1.0,55.0,15.0,4.0,1.0,1,0
